PCON24CD,PCON24NM,HAR name,MP,Party short,Party,ID,BG,Type,Type,Type,Type,Type,Type,Type
E14001509,St Helens North,St. Helens North,David Baines,Lab,Labour,5092,#d50000,3,1,0,1,1,0,0
E14001510,St Helens South and Whiston,St. Helens South and Whiston,Marie Rimmer,Lab,Labour,4457,#d50000,10,2,0,3,2,0,3
E14001511,St Ives,St. Ives,Andrew George,LD,Liberal Democrat,227,#faa01a,97,83,0,10,0,0,4
E14001512,St Neots and Mid Cambridgeshire,St. Neots and Mid Cambridgeshire,Ian Sollom,LD,Liberal Democrat,5096,#faa01a,4,0,0,1,1,0,2
E14001513,Stafford,Stafford,Leigh Ingham,Lab,Labour,5290,#d50000,5,1,0,2,2,0,0
E14001514,Staffordshire Moorlands,Staffordshire Moorlands,Karen Bradley,Con,Conservative,4110,#0063ba,14,5,0,7,2,0,0
E14001515,Stalybridge and Hyde,Stalybridge and Hyde,Jonathan Reynolds,Lab,Labour,4119,#d50000,5,0,0,1,1,0,3
E14001516,Stevenage,Stevenage,Kevin Bonavia,Lab,Labour,5051,#d50000,4,0,0,1,3,0,0
E14001517,Stockport,Stockport,Navendu Mishra,Lab,Labour,4811,#d50000,8,0,0,1,1,0,6
E14001518,Stockton North,Stockton North,Chris McDonald,Lab,Labour,5116,#d50000,3,0,0,3,0,0,0
E14001519,Stockton West,Stockton West,Matt Vickers,Con,Conservative,4844,#0063ba,0,0,0,0,0,0,0
E14001520,Stoke-on-Trent Central,Stoke-on-Trent Central,Gareth Snell,Lab,Labour,4595,#d50000,7,0,0,1,4,0,2
E14001521,Stoke-on-Trent North,Stoke-on-Trent North,David Williams,Lab,Labour,5151,#d50000,9,0,0,5,3,0,1
E14001522,Stoke-on-Trent South,Stoke-on-Trent South,Allison Gardner,Lab,Labour,5334,#d50000,5,1,0,2,1,0,1
E14001523,"Stone, Great Wyrley and Penkridge","Stone, Great Wyrley and Penkridge",Gavin Williamson,Con,Conservative,4108,#0063ba,5,3,0,2,0,0,0
E14001524,Stourbridge,Stourbridge,Cat Eccles,Lab,Labour,5293,#d50000,5,1,0,1,3,0,0
E14001525,Stratford and Bow,Stratford and Bow,Uma Kumaran,Lab,Labour,5278,#d50000,17,0,0,12,3,0,2
E14001526,Stratford-on-Avon,Stratford-on-Avon,Manuela Perteghella,LD,Liberal Democrat,5122,#faa01a,10,6,0,2,0,0,2
E14001527,Streatham and Croydon North,Streatham and Croydon North,Steve Reed,Lab,Labour,4268,#d50000,8,0,0,4,1,1,2
E14001528,Stretford and Urmston,Stretford and Urmston,Andrew Western,Lab,Labour,4979,#d50000,3,0,0,0,2,0,1
E14001529,Stroud,Stroud,Simon Joseph Opher,Lab,Labour,5030,#d50000,15,2,0,2,2,0,9
E14001530,Suffolk Coastal,Suffolk Coastal,Jenny Riddell-Carpenter,Lab,Labour,5160,#d50000,16,6,0,6,0,1,3
E14001531,Sunderland Central,Sunderland Central,Lewis Atkinson,Lab,Labour,5028,#d50000,6,0,0,1,3,0,2
E14001532,Surrey Heath,Surrey Heath,Al Pinkerton,LD,Liberal Democrat,5288,#faa01a,1,0,0,0,1,0,0
E14001533,Sussex Weald,Sussex Weald,Nus Ghani,Con,Conservative,4460,#0063ba,7,2,0,2,1,1,1
E14001535,Sutton Coldfield,Sutton Coldfield,Andrew Mitchell,Con,Conservative,1211,#0063ba,1,0,0,0,1,0,0
E14001534,Sutton and Cheam,Sutton and Cheam,Luke Taylor,LD,Liberal Democrat,5103,#faa01a,2,0,0,0,2,0,0
E14001536,Swindon North,Swindon North,Will Stone,Lab,Labour,5035,#d50000,2,2,0,0,0,0,0
E14001537,Swindon South,Swindon South,Heidi Alexander,Lab,Labour,4038,#d50000,3,2,0,1,0,0,0
E14001538,Tamworth,Tamworth,Sarah Edwards,Lab,Labour,5001,#d50000,5,1,0,2,1,0,1
E14001539,Tatton,Tatton,Esther McVey,Con,Conservative,4084,#0063ba,7,2,0,4,1,0,0
E14001540,Taunton and Wellington,Taunton and Wellington,Gideon Amos,LD,Liberal Democrat,5250,#faa01a,7,3,0,3,1,0,0
E14001541,Telford,Telford,Shaun Davies,Lab,Labour,5041,#d50000,3,1,0,1,0,0,1
E14001542,Tewkesbury,Tewkesbury,Cameron Thomas,LD,Liberal Democrat,5354,#faa01a,13,5,0,6,0,0,2
E14001543,The Wrekin,The Wrekin,Mark Pritchard,Con,Conservative,1576,#0063ba,11,5,0,5,0,0,1
E14001544,Thirsk and Malton,Thirsk and Malton,Kevin Hollinrake,Con,Conservative,4474,#0063ba,106,85,0,14,1,1,5
E14001545,Thornbury and Yate,Thornbury and Yate,Claire Young,LD,Liberal Democrat,5140,#faa01a,10,1,0,6,0,1,2
E14001546,Thurrock,Thurrock,Jennifer Craft,Lab,Labour,5056,#d50000,3,0,0,1,0,1,1
E14001547,Tipton and Wednesbury,Tipton and Wednesbury,Antonia Bance,Lab,Labour,5048,#d50000,1,0,0,0,1,0,0
E14001548,Tiverton and Minehead,Tiverton and Minehead,Rachel Gilmour,LD,Liberal Democrat,5252,#faa01a,34,25,0,6,1,1,1
E14001549,Tonbridge,Tonbridge,Tom Tugendhat,Con,Conservative,4462,#0063ba,3,2,0,0,0,1,0
E14001550,Tooting,Tooting,Rosena Allin-Khan,Lab,Labour,4573,#d50000,2,0,0,2,0,0,0
E14001551,Torbay,Torbay,Steve Darling,LD,Liberal Democrat,5066,#faa01a,9,1,0,5,0,2,1
E14001552,Torridge and Tavistock,Torridge and Tavistock,Geoffrey Cox,Con,Conservative,1508,#0063ba,85,64,0,7,0,0,14
E14001553,Tottenham,Tottenham,David Lammy,Lab,Labour,206,#d50000,14,0,0,6,4,0,4
E14001554,Truro and Falmouth,Truro and Falmouth,Jayne Kirkham,Lab,Labour,5279,#d50000,25,14,0,6,0,1,4
E14001555,Tunbridge Wells,Tunbridge Wells,Mike Martin,LD,Liberal Democrat,5219,#faa01a,6,2,0,1,1,2,0
E14001556,Twickenham,Twickenham,Munira Wilson,LD,Liberal Democrat,4776,#faa01a,11,0,0,10,1,0,0
E14001557,Tynemouth,Tynemouth,Alan Campbell,Lab,Labour,529,#d50000,1,0,0,0,1,0,0
E14001558,Uxbridge and South Ruislip,Uxbridge and South Ruislip,Danny Boy Beales,Lab,Labour,5339,#d50000,12,2,0,6,2,0,2
E14001559,Vauxhall and Camberwell Green,Vauxhall and Camberwell Green,Florence Eshalomi,Lab,Labour,4870,#d50000,7,0,0,5,2,0,0
E14001560,Wakefield and Rothwell,Wakefield and Rothwell,Simon Lightwood,Lab,Labour,4943,#d50000,6,0,0,4,0,1,1
E14001561,Wallasey,Wallasey,Angela Eagle,Lab,Labour,491,#d50000,5,0,0,1,0,0,4
E14001562,Walsall and Bloxwich,Walsall and Bloxwich,Valerie Vaz,Lab,Labour,4076,#d50000,7,0,0,0,6,0,1
E14001563,Walthamstow,Walthamstow,Stella Creasy,Lab,Labour,4088,#d50000,3,0,0,2,0,0,1
E14001564,Warrington North,Warrington North,Charlotte Nichols,Lab,Labour,4799,#d50000,3,1,0,0,2,0,0
E14001565,Warrington South,Warrington South,Sarah Hall,Lab,Labour,5154,#d50000,5,0,0,1,2,0,2
E14001566,Warwick and Leamington,Warwick and Leamington,Matt Western,Lab,Labour,4617,#d50000,8,2,0,2,0,1,3
E14001567,Washington and Gateshead South,Washington and Gateshead South,Sharon Hodgson,Lab,Labour,1521,#d50000,7,1,0,4,1,0,1
E14001568,Watford,Watford,Matt Turmaine,Lab,Labour,5130,#d50000,1,0,0,1,0,0,0
E14001569,Waveney Valley,Waveney Valley,Adrian Ramsay,Green,Green,5320,#78b82a,12,0,0,6,0,0,6
E14001570,Weald of Kent,Weald of Kent,Katie Jane Lotte Lam,Con,Conservative,5285,#0063ba,5,1,0,4,0,0,0
E14001571,Wellingborough and Rushden,Wellingborough and Rushden,Gen Kitchen,Lab,Labour,5011,#d50000,1,0,0,0,1,0,0
E14001572,Wells and Mendip Hills,Wells and Mendip Hills,Tessa Munt,LD,Liberal Democrat,4089,#faa01a,27,20,0,2,0,0,5
E14001573,Welwyn Hatfield,Welwyn Hatfield,Andrew Lewin,Lab,Labour,5061,#d50000,4,0,0,4,0,0,0
E14001574,West Bromwich,West Bromwich,Sarah Coombes,Lab,Labour,5088,#d50000,3,0,0,1,1,1,0
E14001575,West Dorset,West Dorset,Edward Morello,LD,Liberal Democrat,5326,#faa01a,74,65,0,6,0,1,2
E14001576,West Ham and Beckton,West Ham and Beckton,James Edward Asser,Lab,Labour,5211,#d50000,6,0,0,6,0,0,0
E14001577,West Lancashire,West Lancashire,Ashley Dalton,Lab,Labour,4981,#d50000,13,3,0,5,1,1,3
E14001578,West Suffolk,West Suffolk,Nick Timothy,Con,Conservative,5062,#0063ba,11,5,0,2,3,0,1
E14001579,West Worcestershire,West Worcestershire,Harriett Baldwin,Con,Conservative,4107,#0063ba,13,3,0,2,0,1,7
E14001580,Westmorland and Lonsdale,Westmorland and Lonsdale,Tim Farron,LD,Liberal Democrat,1591,#faa01a,37,15,0,12,1,0,9
E14001581,Weston-super-Mare,Weston-Super-Mare,Dan Aldridge,Lab,Labour,5172,#d50000,2,1,0,1,0,0,0
E14001582,Wetherby and Easingwold,Wetherby and Easingwold,Alec Shelbrooke,Con,Conservative,3997,#0063ba,14,12,1,1,0,0,0
E14001583,Whitehaven and Workington,Whitehaven and Workington,Josh MacAlister,Lab,Labour,5033,#d50000,13,3,0,4,2,0,4
E14001584,Widnes and Halewood,Widnes and Halewood,Derek Twigg,Lab,Labour,429,#d50000,2,1,0,0,0,0,1
E14001585,Wigan,Wigan,Lisa Nandy,Lab,Labour,4082,#d50000,4,0,0,2,0,0,2
E14001586,Wimbledon,Wimbledon,Paul Christopher Kohler,LD,Liberal Democrat,5321,#faa01a,12,0,0,6,5,1,0
E14001587,Winchester,Winchester,Danny Chambers,LD,Liberal Democrat,5304,#faa01a,11,6,0,0,5,0,0
E14001588,Windsor,Windsor,Jack Rankin,Con,Conservative,5340,#0063ba,2,0,0,2,0,0,0
E14001589,Wirral West,Wirral West,Matthew Patrick,Lab,Labour,5162,#d50000,4,1,0,1,0,1,1
E14001590,Witham,Witham,Priti Patel,Con,Conservative,4066,#0063ba,7,2,0,3,2,0,0
E14001591,Witney,Witney,Charlie Maynard,LD,Liberal Democrat,5325,#faa01a,2,2,0,0,0,0,0
E14001592,Woking,Woking,Will Forster,LD,Liberal Democrat,5322,#faa01a,4,0,0,1,2,1,0
E14001593,Wokingham,Wokingham,Clive Jones,LD,Liberal Democrat,5207,#faa01a,4,1,0,2,0,1,0
E14001594,Wolverhampton North East,Wolverhampton North East,Sureena Brackenridge,Lab,Labour,5152,#d50000,3,0,0,0,3,0,0
E14001595,Wolverhampton South East,Wolverhampton South East,Pat McFadden,Lab,Labour,1587,#d50000,7,0,0,1,3,0,3
E14001596,Wolverhampton West,Wolverhampton West,Warinder Juss,Lab,Labour,5230,#d50000,5,0,0,1,3,0,1
E14001597,Worcester,Worcester,Tom Collins,Lab,Labour,5087,#d50000,5,1,0,2,1,0,1
E14001598,Worsley and Eccles,Worsley and Eccles,Michael Wheeler,Lab,Labour,5242,#d50000,5,0,0,1,1,0,3
E14001599,Worthing West,Worthing West,Beccy Cooper,Lab,Labour,5307,#d50000,2,0,0,1,0,0,1
E14001600,Wycombe,Wycombe,Emma Reynolds,Lab,Labour,4077,#d50000,3,2,0,0,0,1,0
E14001601,Wyre Forest,Wyre Forest,Mark Garnier,Con,Conservative,4074,#0063ba,6,0,0,3,3,0,0
E14001602,Wythenshawe and Sale East,Wythenshawe and Sale East,Mike Kane,Lab,Labour,4316,#d50000,2,0,0,2,0,0,0
E14001603,Yeovil,Yeovil,Adam Dance,LD,Liberal Democrat,5191,#faa01a,8,1,0,4,0,1,2
E14001604,York Central,York Central,Rachael Maskell,Lab,Labour,4471,#d50000,1,0,0,0,0,0,1
E14001605,York Outer,York Outer,Luke Charters,Lab,Labour,5199,#d50000,0,0,0,0,0,0,0
